,artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
523,,Logged In,Payton,F,30,Campbell,,free,"Los Angeles-Long Beach-Anaheim, CA",GET,About,1529027541000.0,267,,200,1538380294000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
524,Zoegirl,Logged In,Faigy,F,61,Howe,283.66322,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,No You,200,1538380312000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
525,Five Iron Frenzy,Logged In,Grant,M,43,Flores,783.25506,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Every New Day,200,1538380389000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
526,Cage The Elephant,Logged In,Christian,M,15,Robinson,241.162,free,"Quincy, IL-MO",PUT,NextSong,1534942082000.0,86,In One Ear,200,1538380446000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",87
527,,Logged In,Grant,M,44,Flores,,paid,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1538120859000.0,141,,200,1538380504000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
528,The Lonely Island / Natalie Portman / Chris Parnell,Logged In,Madison,F,51,Morales,146.83383,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Natalie's Rap,200,1538380529000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
529,,Logged In,Madison,F,52,Morales,,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,Thumbs Up,1536287099000.0,222,,307,1538380530000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
530,BjÃÂ¶rk,Logged In,Payton,F,31,Campbell,348.57751,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Undo,200,1538380531000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
531,,Logged In,Payton,F,32,Campbell,,free,"Los Angeles-Long Beach-Anaheim, CA",GET,Roll Advert,1529027541000.0,267,,200,1538380560000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
532,Performed by Jennifer Hudson_;BeyoncÃÂ© Knowles;Anika Noni Rose;Dreamgirls (Motion Picture Soundtrack),Logged In,Faigy,F,62,Howe,199.33995,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Dreamgirls,200,1538380595000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
533,Jonas Brothers,Logged In,Madison,F,53,Morales,150.96118,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Goodnight And Goodbye,200,1538380675000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
534,Eddie Vedder,Logged In,Christian,M,16,Robinson,199.23546,free,"Quincy, IL-MO",PUT,NextSong,1534942082000.0,86,End Of The Road,200,1538380687000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",87
535,Getfar,Logged In,Faigy,F,63,Howe,423.75791,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Shining Star,200,1538380794000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
536,Natiruts,Logged In,Madison,F,54,Morales,210.88608,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Jamaica Roots II(Agora E Sempre),200,1538380825000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
537,The Doors,Logged In,Payton,F,33,Campbell,182.49098,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Spanish Caravan  [New Stereo Mix] (Advanced Resolution),200,1538380879000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
538,TECH N9NE feat. Kutt Calhoun & Big Krizz Kaliko,Logged In,Christian,M,17,Robinson,330.68363,free,"Quincy, IL-MO",PUT,NextSong,1534942082000.0,86,Sex Out South,200,1538380886000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",87
539,Frumpies,Logged In,Madison,F,55,Morales,134.47791,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Fuck Kitty,200,1538381035000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
540,Violent Femmes,Logged In,Payton,F,34,Campbell,284.3424,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Add It Up,200,1538381061000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
541,Metallica,Logged In,Madison,F,56,Morales,515.21261,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Master Of Puppets,200,1538381169000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
542,Taylor Swift / Colbie Caillat,Logged In,Grant,M,45,Flores,264.95955,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Breathe,200,1538381172000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
543,Mika Miko,Logged In,Christian,M,18,Robinson,74.68363,free,"Quincy, IL-MO",PUT,NextSong,1534942082000.0,86,Don't Shake It Off,200,1538381216000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",87
544,Linkin Park,Logged In,Faigy,F,64,Howe,226.95138,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,High Voltage,200,1538381217000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
545,Air France,Logged In,Christian,M,19,Robinson,194.0371,free,"Quincy, IL-MO",PUT,NextSong,1534942082000.0,86,Karibien,200,1538381290000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",87
546,Insane Clown Posse,Logged In,Payton,F,35,Campbell,262.89587,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Piggy Pie (Old School),200,1538381345000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
547,,Logged In,Payton,F,36,Campbell,,free,"Los Angeles-Long Beach-Anaheim, CA",GET,Roll Advert,1529027541000.0,267,,200,1538381435000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
548,Kings Of Leon,Logged In,Grant,M,46,Flores,201.79546,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Revelry,200,1538381436000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
549,Lady GaGa,Logged In,Faigy,F,65,Howe,274.18077,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Alejandro,200,1538381443000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
550,,Logged In,Faigy,F,66,Howe,,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,Add to Playlist,1538211832000.0,248,,200,1538381467000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
551,,Logged In,Grant,M,47,Flores,,paid,"New York-Newark-Jersey City, NY-NJ-PA",GET,Settings,1538120859000.0,141,,200,1538381483000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
552,,Logged In,Grant,M,48,Flores,,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,Logout,1538120859000.0,141,,307,1538381484000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
553,,Logged Out,,,49,,,paid,,GET,Home,,141,,200,1538381499000,,
554,,Logged Out,,,50,,,paid,,PUT,Login,,141,,307,1538381500000,,
555,,Logged In,Grant,M,51,Flores,,paid,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1538120859000.0,141,,200,1538381535000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
556,Default,Logged In,Payton,F,37,Campbell,268.66893,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Wasting My Time,200,1538381607000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
557,Nickelback,Logged In,Grant,M,52,Flores,227.18649,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Never Gonna Be Alone (Album Version),200,1538381637000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
558,Joshua Radin,Logged In,Madison,F,57,Morales,204.43383,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Sky,200,1538381684000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
559,Cabaret Voltaire,Logged In,Faigy,F,67,Howe,236.38159,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Sex In Secret,200,1538381717000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
560,Jimmy Needham,Logged In,Grant,M,53,Flores,156.18567,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Firefly,200,1538381864000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
561,JosÃÂ© Cid,Logged In,Payton,F,38,Campbell,287.4771,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Nossa Senhora Do Tejo,200,1538381875000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
562,Kings Of Leon,Logged In,Madison,F,58,Morales,231.26159,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Use Somebody,200,1538381888000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
563,,Logged In,Madison,F,59,Morales,,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,Thumbs Up,1536287099000.0,222,,307,1538381889000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
564,The Radio Dept.,Logged In,Faigy,F,68,Howe,245.9424,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,A Token Of Gratitude,200,1538381953000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
565,Randy Crawford,Logged In,Grant,M,54,Flores,270.75873,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Almaz,200,1538382020000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
566,Daniel Bedingfield,Logged In,Madison,F,60,Morales,235.17995,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Never Gonna Leave Your Side,200,1538382119000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
567,Jimmy Eat World,Logged In,Payton,F,39,Campbell,434.28526,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,23 (Album Version),200,1538382162000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
568,Daddy Yankee,Logged In,Faigy,F,69,Howe,172.90404,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Descontrol,200,1538382198000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
569,,Logged In,Faigy,F,70,Howe,,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,Thumbs Up,1538211832000.0,248,,307,1538382199000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
570,Simply Red,Logged In,Grant,M,55,Flores,303.96036,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Thrill Me,200,1538382290000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
571,,Logged In,Grant,M,56,Flores,,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,Logout,1538120859000.0,141,,307,1538382291000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
572,,Logged Out,,,57,,,paid,,GET,Home,,141,,200,1538382349000,,
573,,Logged Out,,,58,,,paid,,PUT,Login,,141,,307,1538382350000,,
574,Zinc / Slarta John,Logged In,Madison,F,61,Morales,191.16363,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Flim,200,1538382354000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
575,Pavement,Logged In,Faigy,F,71,Howe,99.16036,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Mercy:The Laundromat,200,1538382370000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
576,,Logged In,Grant,M,59,Flores,,paid,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1538120859000.0,141,,200,1538382418000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
577,Ram Jam,Logged In,Faigy,F,72,Howe,236.7473,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Black Betty,200,1538382469000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
578,Corinne Bailey Rae,Logged In,Madison,F,62,Morales,234.05669,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Daydreaming,200,1538382545000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
579,Downhere,Logged In,Grant,M,60,Flores,240.45669,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,My Last Amen,200,1538382593000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
580,The Killers,Logged In,Payton,F,40,Campbell,304.84853,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Believe Me Natalie,200,1538382596000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
581,Caribou,Logged In,Faigy,F,73,Howe,282.33098,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Kaili,200,1538382705000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
582,The Divine Comedy,Logged In,Madison,F,63,Morales,203.4673,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Songs of Love,200,1538382779000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
583,Lifehouse,Logged In,Grant,M,61,Flores,246.93506,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Unknown,200,1538382833000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
584,CÃÂ©line Dion & Josh Groban,Logged In,Payton,F,41,Campbell,277.99465,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,The Prayer,200,1538382900000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
585,Love Of Lesbian,Logged In,Madison,F,64,Morales,269.29587,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Universos Infinitos,200,1538382982000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
586,Justin Timberlake,Logged In,Faigy,F,74,Howe,288.93995,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Cry Me A River,200,1538382987000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
587,Tub Ring,Logged In,Grant,M,62,Flores,233.69098,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Invalid,200,1538383079000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
588,John Mayer,Logged In,Payton,F,42,Campbell,269.71383,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Heartbreak Warfare,200,1538383177000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
589,Train,Logged In,Madison,F,65,Morales,205.45261,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Marry Me,200,1538383251000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
590,Mae,Logged In,Faigy,F,75,Howe,444.70812,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Communication,200,1538383275000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
591,Nicholas Gunn,Logged In,Grant,M,63,Flores,247.66649,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Canyon Nights,200,1538383312000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
592,TV On The Radio,Logged In,Payton,F,43,Campbell,176.1171,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Dancing Choose,200,1538383446000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
593,City And Colour,Logged In,Madison,F,66,Morales,154.40934,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Faithless,200,1538383456000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
594,Tub Ring,Logged In,Grant,M,64,Flores,233.69098,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Invalid,200,1538383559000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
595,Yeasayer,Logged In,Madison,F,67,Morales,323.44771,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,2080,200,1538383610000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
596,Justin Hinds & The Dominoes,Logged In,Payton,F,44,Campbell,165.01506,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Save A Bread,200,1538383622000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
597,Jack Johnson,Logged In,Faigy,F,76,Howe,373.2371,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Angel / Better Together,200,1538383719000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
598,Fanfarlo,Logged In,Payton,F,45,Campbell,270.78485,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,I'm a Pilot,200,1538383787000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
599,First Aid Kit,Logged In,Grant,M,65,Flores,149.57669,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,You're Not Coming Home Tonight,200,1538383792000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
600,Florence + The Machine,Logged In,Madison,F,68,Morales,258.55955,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Cosmic Love,200,1538383933000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
601,,Logged In,Madison,F,69,Morales,,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,Add Friend,1536287099000.0,222,,307,1538383934000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
602,Slim Dusty,Logged In,Grant,M,66,Flores,198.922,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Long Black Road,200,1538383941000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
603,Fluke,Logged In,Payton,F,46,Campbell,391.00036,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Cut,200,1538384057000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
604,Muse,Logged In,Faigy,F,77,Howe,258.06322,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Map Of The Problematique,200,1538384092000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
605,The Pussycat Dolls,Logged In,Grant,M,67,Flores,219.50649,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,I Don't Need A Man,200,1538384139000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
606,HÃÂ©roes del Silencio,Logged In,Madison,F,70,Morales,198.89587,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,El Mar No Cesa (Live),200,1538384191000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
607,,Logged In,Madison,F,71,Morales,,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,Thumbs Up,1536287099000.0,222,,307,1538384192000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
608,Weezer,Logged In,Faigy,F,78,Howe,311.87546,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Dreamin',200,1538384350000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
